,runname,query_id,metric,value
2505,dl-19-official-input.UNH_bm25.gz,335594,pndcg@10,0.0
2506,dl-19-official-input.UNH_bm25.gz,351697,pndcg@10,0.0
2507,dl-19-official-input.UNH_bm25.gz,359349,pndcg@10,0.9516532933439936
2508,dl-19-official-input.UNH_bm25.gz,364142,pndcg@10,0.0
2509,dl-19-official-input.UNH_bm25.gz,398483,pndcg@10,0.0
2510,dl-19-official-input.UNH_bm25.gz,405717,pndcg@10,0.5221907652151914
2511,dl-19-official-input.UNH_bm25.gz,40578,pndcg@10,0.0
2512,dl-19-official-input.UNH_bm25.gz,421756,pndcg@10,0.0
2513,dl-19-official-input.UNH_bm25.gz,423273,pndcg@10,0.0
2514,dl-19-official-input.UNH_bm25.gz,427578,pndcg@10,0.0
2515,dl-19-official-input.UNH_bm25.gz,432930,pndcg@10,0.0
2516,dl-19-official-input.UNH_bm25.gz,433234,pndcg@10,0.0
2517,dl-19-official-input.UNH_bm25.gz,436600,pndcg@10,0.0
2518,dl-19-official-input.UNH_bm25.gz,443396,pndcg@10,0.0
2519,dl-19-official-input.UNH_bm25.gz,451602,pndcg@10,0.6011701634066721
2520,dl-19-official-input.UNH_bm25.gz,452431,pndcg@10,0.0
2521,dl-19-official-input.UNH_bm25.gz,474735,pndcg@10,0.0
2522,dl-19-official-input.UNH_bm25.gz,478605,pndcg@10,0.0
2523,dl-19-official-input.UNH_bm25.gz,47923,pndcg@10,0.699702846650666
2524,dl-19-official-input.UNH_bm25.gz,479871,pndcg@10,0.0
2525,dl-19-official-input.UNH_bm25.gz,489204,pndcg@10,0.7763436354661977
2526,dl-19-official-input.UNH_bm25.gz,490595,pndcg@10,0.7030790128785954
2527,dl-19-official-input.UNH_bm25.gz,494835,pndcg@10,0.0
2528,dl-19-official-input.UNH_bm25.gz,499920,pndcg@10,0.0
2529,dl-19-official-input.UNH_bm25.gz,500575,pndcg@10,0.0
2530,dl-19-official-input.UNH_bm25.gz,502261,pndcg@10,0.0
2531,dl-19-official-input.UNH_bm25.gz,507445,pndcg@10,0.0
2532,dl-19-official-input.UNH_bm25.gz,523270,pndcg@10,0.0
2533,dl-19-official-input.UNH_bm25.gz,527433,pndcg@10,1.0
2534,dl-19-official-input.UNH_bm25.gz,53175,pndcg@10,0.0
2535,dl-19-official-input.UNH_bm25.gz,532603,pndcg@10,0.0
2536,dl-19-official-input.UNH_bm25.gz,541571,pndcg@10,0.0
2537,dl-19-official-input.UNH_bm25.gz,551040,pndcg@10,0.0
2538,dl-19-official-input.UNH_bm25.gz,554515,pndcg@10,0.0
2539,dl-19-official-input.UNH_bm25.gz,564054,pndcg@10,0.0
2540,dl-19-official-input.UNH_bm25.gz,573724,pndcg@10,0.8073946830824924
2541,dl-19-official-input.UNH_bm25.gz,574575,pndcg@10,0.0
2542,dl-19-official-input.UNH_bm25.gz,588587,pndcg@10,0.0
2543,dl-19-official-input.UNH_bm25.gz,600573,pndcg@10,0.0
2544,dl-19-official-input.UNH_bm25.gz,60235,pndcg@10,0.0
2545,dl-19-official-input.UNH_bm25.gz,634428,pndcg@10,0.0
2546,dl-19-official-input.UNH_bm25.gz,645693,pndcg@10,0.0
2547,dl-19-official-input.UNH_bm25.gz,646207,pndcg@10,0.0
2548,dl-19-official-input.UNH_bm25.gz,654723,pndcg@10,0.0
2549,dl-19-official-input.UNH_bm25.gz,662372,pndcg@10,0.0
2550,dl-19-official-input.UNH_bm25.gz,671071,pndcg@10,0.0
2551,dl-19-official-input.UNH_bm25.gz,67262,pndcg@10,0.0
2552,dl-19-official-input.UNH_bm25.gz,691330,pndcg@10,0.0
2553,dl-19-official-input.UNH_bm25.gz,694342,pndcg@10,0.0
2554,dl-19-official-input.UNH_bm25.gz,705609,pndcg@10,0.0
2555,dl-19-official-input.UNH_bm25.gz,706080,pndcg@10,0.0
2556,dl-19-official-input.UNH_bm25.gz,710347,pndcg@10,0.0
2557,dl-19-official-input.UNH_bm25.gz,714453,pndcg@10,0.0
2558,dl-19-official-input.UNH_bm25.gz,719381,pndcg@10,0.0
2559,dl-19-official-input.UNH_bm25.gz,744366,pndcg@10,0.0
2560,dl-19-official-input.UNH_bm25.gz,747511,pndcg@10,0.0
2561,dl-19-official-input.UNH_bm25.gz,766511,pndcg@10,0.0
2562,dl-19-official-input.UNH_bm25.gz,789700,pndcg@10,0.0
2563,dl-19-official-input.UNH_bm25.gz,792752,pndcg@10,0.0
2564,dl-19-official-input.UNH_bm25.gz,794725,pndcg@10,0.0
2565,dl-19-official-input.UNH_bm25.gz,805321,pndcg@10,0.0
2566,dl-19-official-input.UNH_bm25.gz,833860,pndcg@10,0.4071150525220886
2567,dl-19-official-input.UNH_bm25.gz,835929,pndcg@10,0.0
2568,dl-19-official-input.UNH_bm25.gz,855410,pndcg@10,0.9532136045506697
2569,dl-19-official-input.UNH_bm25.gz,855434,pndcg@10,0.0
2570,dl-19-official-input.UNH_bm25.gz,87181,pndcg@10,0.883206825141575
2571,dl-19-official-input.UNH_bm25.gz,87452,pndcg@10,0.935703707953155
2572,dl-19-official-input.UNH_bm25.gz,88073,pndcg@10,0.0
2573,dl-19-official-input.UNH_bm25.gz,883785,pndcg@10,0.0
2574,dl-19-official-input.UNH_bm25.gz,885490,pndcg@10,0.0
2575,dl-19-official-input.UNH_bm25.gz,89928,pndcg@10,0.0
2576,dl-19-official-input.UNH_bm25.gz,903469,pndcg@10,0.0
2577,dl-19-official-input.UNH_bm25.gz,904965,pndcg@10,0.0
2578,dl-19-official-input.UNH_bm25.gz,912070,pndcg@10,0.0
2579,dl-19-official-input.UNH_bm25.gz,915593,pndcg@10,0.9066839328594277
2580,dl-19-official-input.UNH_bm25.gz,929033,pndcg@10,0.0
2581,dl-19-official-input.UNH_bm25.gz,952774,pndcg@10,0.0
2582,dl-19-official-input.UNH_bm25.gz,953067,pndcg@10,0.0
2583,dl-19-official-input.UNH_bm25.gz,962179,pndcg@10,0.4306765580733931
2584,dl-19-official-input.UNH_bm25.gz,964223,pndcg@10,0.0
2585,dl-19-official-input.UNH_bm25.gz,966413,pndcg@10,0.0
2586,dl-19-official-input.UNH_bm25.gz,972007,pndcg@10,0.0
2587,dl-19-official-input.UNH_exDL_bm25.gz,1005165,pndcg@10,0.0
2588,dl-19-official-input.UNH_exDL_bm25.gz,100983,pndcg@10,0.0
2589,dl-19-official-input.UNH_exDL_bm25.gz,101169,pndcg@10,0.0
2590,dl-19-official-input.UNH_exDL_bm25.gz,1012021,pndcg@10,0.0
2591,dl-19-official-input.UNH_exDL_bm25.gz,1014126,pndcg@10,0.0
2592,dl-19-official-input.UNH_exDL_bm25.gz,1037798,pndcg@10,0.0
2593,dl-19-official-input.UNH_exDL_bm25.gz,1044797,pndcg@10,0.0
2594,dl-19-official-input.UNH_exDL_bm25.gz,1047259,pndcg@10,0.0
2595,dl-19-official-input.UNH_exDL_bm25.gz,1047902,pndcg@10,0.0
2596,dl-19-official-input.UNH_exDL_bm25.gz,104861,pndcg@10,0.0
2597,dl-19-official-input.UNH_exDL_bm25.gz,1055865,pndcg@10,0.0
2598,dl-19-official-input.UNH_exDL_bm25.gz,1056204,pndcg@10,0.0
2599,dl-19-official-input.UNH_exDL_bm25.gz,1059231,pndcg@10,0.0
2600,dl-19-official-input.UNH_exDL_bm25.gz,1063750,pndcg@10,0.0
2601,dl-19-official-input.UNH_exDL_bm25.gz,1103528,pndcg@10,0.0
2602,dl-19-official-input.UNH_exDL_bm25.gz,1103812,pndcg@10,0.0
2603,dl-19-official-input.UNH_exDL_bm25.gz,1104031,pndcg@10,0.0
2604,dl-19-official-input.UNH_exDL_bm25.gz,1104492,pndcg@10,0.0
2605,dl-19-official-input.UNH_exDL_bm25.gz,1105095,pndcg@10,0.0
2606,dl-19-official-input.UNH_exDL_bm25.gz,1105103,pndcg@10,0.0
2607,dl-19-official-input.UNH_exDL_bm25.gz,1106007,pndcg@10,0.0
2608,dl-19-official-input.UNH_exDL_bm25.gz,1106293,pndcg@10,0.0
2609,dl-19-official-input.UNH_exDL_bm25.gz,1107988,pndcg@10,0.0
2610,dl-19-official-input.UNH_exDL_bm25.gz,1108100,pndcg@10,0.0
2611,dl-19-official-input.UNH_exDL_bm25.gz,1108307,pndcg@10,0.0
2612,dl-19-official-input.UNH_exDL_bm25.gz,1108939,pndcg@10,0.0
2613,dl-19-official-input.UNH_exDL_bm25.gz,11096,pndcg@10,0.0
2614,dl-19-official-input.UNH_exDL_bm25.gz,1109818,pndcg@10,0.0
2615,dl-19-official-input.UNH_exDL_bm25.gz,1110199,pndcg@10,0.0
2616,dl-19-official-input.UNH_exDL_bm25.gz,1111546,pndcg@10,0.0
2617,dl-19-official-input.UNH_exDL_bm25.gz,1111906,pndcg@10,0.0
2618,dl-19-official-input.UNH_exDL_bm25.gz,1112341,pndcg@10,0.0
2619,dl-19-official-input.UNH_exDL_bm25.gz,1112389,pndcg@10,0.0
2620,dl-19-official-input.UNH_exDL_bm25.gz,1113437,pndcg@10,0.0
2621,dl-19-official-input.UNH_exDL_bm25.gz,1114563,pndcg@10,0.0
2622,dl-19-official-input.UNH_exDL_bm25.gz,1114646,pndcg@10,0.0
2623,dl-19-official-input.UNH_exDL_bm25.gz,1114819,pndcg@10,0.6366394391730759
2624,dl-19-official-input.UNH_exDL_bm25.gz,1115392,pndcg@10,0.0
2625,dl-19-official-input.UNH_exDL_bm25.gz,1115569,pndcg@10,0.0
2626,dl-19-official-input.UNH_exDL_bm25.gz,1115776,pndcg@10,0.0
2627,dl-19-official-input.UNH_exDL_bm25.gz,1116052,pndcg@10,0.0
2628,dl-19-official-input.UNH_exDL_bm25.gz,1116341,pndcg@10,0.0
2629,dl-19-official-input.UNH_exDL_bm25.gz,1117099,pndcg@10,0.0
2630,dl-19-official-input.UNH_exDL_bm25.gz,1117346,pndcg@10,0.0
2631,dl-19-official-input.UNH_exDL_bm25.gz,1117387,pndcg@10,0.0
2632,dl-19-official-input.UNH_exDL_bm25.gz,1119058,pndcg@10,0.0
2633,dl-19-official-input.UNH_exDL_bm25.gz,1119075,pndcg@10,0.0
2634,dl-19-official-input.UNH_exDL_bm25.gz,1119092,pndcg@10,0.0
2635,dl-19-official-input.UNH_exDL_bm25.gz,1119729,pndcg@10,0.0
2636,dl-19-official-input.UNH_exDL_bm25.gz,1119827,pndcg@10,0.0
2637,dl-19-official-input.UNH_exDL_bm25.gz,1120447,pndcg@10,0.0
2638,dl-19-official-input.UNH_exDL_bm25.gz,1120868,pndcg@10,0.0
2639,dl-19-official-input.UNH_exDL_bm25.gz,1121166,pndcg@10,0.0
2640,dl-19-official-input.UNH_exDL_bm25.gz,1121276,pndcg@10,0.0
2641,dl-19-official-input.UNH_exDL_bm25.gz,1121402,pndcg@10,0.7491417870299145
2642,dl-19-official-input.UNH_exDL_bm25.gz,1121709,pndcg@10,0.0
2643,dl-19-official-input.UNH_exDL_bm25.gz,1121986,pndcg@10,0.0
2644,dl-19-official-input.UNH_exDL_bm25.gz,1122461,pndcg@10,0.0
2645,dl-19-official-input.UNH_exDL_bm25.gz,1123581,pndcg@10,0.0
2646,dl-19-official-input.UNH_exDL_bm25.gz,1124145,pndcg@10,0.0
2647,dl-19-official-input.UNH_exDL_bm25.gz,1124210,pndcg@10,0.5
2648,dl-19-official-input.UNH_exDL_bm25.gz,1124464,pndcg@10,0.0
2649,dl-19-official-input.UNH_exDL_bm25.gz,1124979,pndcg@10,0.0
2650,dl-19-official-input.UNH_exDL_bm25.gz,1125225,pndcg@10,0.0
2651,dl-19-official-input.UNH_exDL_bm25.gz,1126206,pndcg@10,0.0
2652,dl-19-official-input.UNH_exDL_bm25.gz,1126813,pndcg@10,0.0
2653,dl-19-official-input.UNH_exDL_bm25.gz,1126814,pndcg@10,0.0
2654,dl-19-official-input.UNH_exDL_bm25.gz,1127622,pndcg@10,0.0
2655,dl-19-official-input.UNH_exDL_bm25.gz,1127893,pndcg@10,0.0
2656,dl-19-official-input.UNH_exDL_bm25.gz,1128373,pndcg@10,0.0
2657,dl-19-official-input.UNH_exDL_bm25.gz,1128856,pndcg@10,0.0
2658,dl-19-official-input.UNH_exDL_bm25.gz,1129237,pndcg@10,0.0
2659,dl-19-official-input.UNH_exDL_bm25.gz,1129828,pndcg@10,0.0
2660,dl-19-official-input.UNH_exDL_bm25.gz,1132213,pndcg@10,0.0
2661,dl-19-official-input.UNH_exDL_bm25.gz,1133167,pndcg@10,0.6309297535714575
2662,dl-19-official-input.UNH_exDL_bm25.gz,1133249,pndcg@10,0.0
2663,dl-19-official-input.UNH_exDL_bm25.gz,1133328,pndcg@10,0.0
2664,dl-19-official-input.UNH_exDL_bm25.gz,1133418,pndcg@10,0.0
2665,dl-19-official-input.UNH_exDL_bm25.gz,1134138,pndcg@10,0.0
2666,dl-19-official-input.UNH_exDL_bm25.gz,1134463,pndcg@10,0.0
2667,dl-19-official-input.UNH_exDL_bm25.gz,1134787,pndcg@10,0.0
2668,dl-19-official-input.UNH_exDL_bm25.gz,1135377,pndcg@10,0.0
2669,dl-19-official-input.UNH_exDL_bm25.gz,1136427,pndcg@10,0.0
2670,dl-19-official-input.UNH_exDL_bm25.gz,117831,pndcg@10,0.0
2671,dl-19-official-input.UNH_exDL_bm25.gz,130510,pndcg@10,0.0
2672,dl-19-official-input.UNH_exDL_bm25.gz,131651,pndcg@10,0.0
2673,dl-19-official-input.UNH_exDL_bm25.gz,131843,pndcg@10,0.0
2674,dl-19-official-input.UNH_exDL_bm25.gz,133358,pndcg@10,0.0
2675,dl-19-official-input.UNH_exDL_bm25.gz,138632,pndcg@10,0.0
2676,dl-19-official-input.UNH_exDL_bm25.gz,146187,pndcg@10,0.0
2677,dl-19-official-input.UNH_exDL_bm25.gz,148538,pndcg@10,0.0
2678,dl-19-official-input.UNH_exDL_bm25.gz,156493,pndcg@10,0.0
2679,dl-19-official-input.UNH_exDL_bm25.gz,165633,pndcg@10,0.0
2680,dl-19-official-input.UNH_exDL_bm25.gz,168216,pndcg@10,0.9720468795835442
2681,dl-19-official-input.UNH_exDL_bm25.gz,180442,pndcg@10,0.0
2682,dl-19-official-input.UNH_exDL_bm25.gz,182539,pndcg@10,0.9027667915440999
2683,dl-19-official-input.UNH_exDL_bm25.gz,183378,pndcg@10,0.0
2684,dl-19-official-input.UNH_exDL_bm25.gz,190044,pndcg@10,0.0
2685,dl-19-official-input.UNH_exDL_bm25.gz,19335,pndcg@10,0.0
2686,dl-19-official-input.UNH_exDL_bm25.gz,194013,pndcg@10,0.0
2687,dl-19-official-input.UNH_exDL_bm25.gz,199143,pndcg@10,0.0
2688,dl-19-official-input.UNH_exDL_bm25.gz,203318,pndcg@10,0.0
2689,dl-19-official-input.UNH_exDL_bm25.gz,20455,pndcg@10,0.0
2690,dl-19-official-input.UNH_exDL_bm25.gz,207786,pndcg@10,0.5409807460396888
2691,dl-19-official-input.UNH_exDL_bm25.gz,240053,pndcg@10,0.0
2692,dl-19-official-input.UNH_exDL_bm25.gz,25129,pndcg@10,0.0
2693,dl-19-official-input.UNH_exDL_bm25.gz,264014,pndcg@10,0.0
2694,dl-19-official-input.UNH_exDL_bm25.gz,264403,pndcg@10,0.0
2695,dl-19-official-input.UNH_exDL_bm25.gz,277780,pndcg@10,0.0
2696,dl-19-official-input.UNH_exDL_bm25.gz,278813,pndcg@10,0.0
2697,dl-19-official-input.UNH_exDL_bm25.gz,287683,pndcg@10,0.0
2698,dl-19-official-input.UNH_exDL_bm25.gz,291865,pndcg@10,0.0
2699,dl-19-official-input.UNH_exDL_bm25.gz,292906,pndcg@10,0.0
2700,dl-19-official-input.UNH_exDL_bm25.gz,301524,pndcg@10,0.0
2701,dl-19-official-input.UNH_exDL_bm25.gz,306076,pndcg@10,0.0
2702,dl-19-official-input.UNH_exDL_bm25.gz,315637,pndcg@10,0.0
2703,dl-19-official-input.UNH_exDL_bm25.gz,321441,pndcg@10,0.0
2704,dl-19-official-input.UNH_exDL_bm25.gz,324211,pndcg@10,0.0
2705,dl-19-official-input.UNH_exDL_bm25.gz,335594,pndcg@10,0.0
2706,dl-19-official-input.UNH_exDL_bm25.gz,351697,pndcg@10,0.0
2707,dl-19-official-input.UNH_exDL_bm25.gz,359349,pndcg@10,0.44086632496352374
2708,dl-19-official-input.UNH_exDL_bm25.gz,364142,pndcg@10,0.0
2709,dl-19-official-input.UNH_exDL_bm25.gz,398483,pndcg@10,0.0
2710,dl-19-official-input.UNH_exDL_bm25.gz,405717,pndcg@10,0.39532390381538307
2711,dl-19-official-input.UNH_exDL_bm25.gz,40578,pndcg@10,0.0
2712,dl-19-official-input.UNH_exDL_bm25.gz,421756,pndcg@10,0.0
2713,dl-19-official-input.UNH_exDL_bm25.gz,423273,pndcg@10,0.0
2714,dl-19-official-input.UNH_exDL_bm25.gz,427578,pndcg@10,0.0
2715,dl-19-official-input.UNH_exDL_bm25.gz,432930,pndcg@10,0.0
2716,dl-19-official-input.UNH_exDL_bm25.gz,433234,pndcg@10,0.0
2717,dl-19-official-input.UNH_exDL_bm25.gz,436600,pndcg@10,0.0
2718,dl-19-official-input.UNH_exDL_bm25.gz,443396,pndcg@10,0.0
2719,dl-19-official-input.UNH_exDL_bm25.gz,451602,pndcg@10,0.0
2720,dl-19-official-input.UNH_exDL_bm25.gz,452431,pndcg@10,0.0
2721,dl-19-official-input.UNH_exDL_bm25.gz,474735,pndcg@10,0.0
2722,dl-19-official-input.UNH_exDL_bm25.gz,478605,pndcg@10,0.0
2723,dl-19-official-input.UNH_exDL_bm25.gz,47923,pndcg@10,0.0
2724,dl-19-official-input.UNH_exDL_bm25.gz,479871,pndcg@10,0.0
2725,dl-19-official-input.UNH_exDL_bm25.gz,489204,pndcg@10,0.0
2726,dl-19-official-input.UNH_exDL_bm25.gz,490595,pndcg@10,0.0
2727,dl-19-official-input.UNH_exDL_bm25.gz,494835,pndcg@10,0.0
2728,dl-19-official-input.UNH_exDL_bm25.gz,499920,pndcg@10,0.0
2729,dl-19-official-input.UNH_exDL_bm25.gz,500575,pndcg@10,0.0
2730,dl-19-official-input.UNH_exDL_bm25.gz,502261,pndcg@10,0.0
2731,dl-19-official-input.UNH_exDL_bm25.gz,507445,pndcg@10,0.0
2732,dl-19-official-input.UNH_exDL_bm25.gz,523270,pndcg@10,0.0
2733,dl-19-official-input.UNH_exDL_bm25.gz,527433,pndcg@10,0.0
2734,dl-19-official-input.UNH_exDL_bm25.gz,53175,pndcg@10,0.0
2735,dl-19-official-input.UNH_exDL_bm25.gz,532603,pndcg@10,0.0
2736,dl-19-official-input.UNH_exDL_bm25.gz,541571,pndcg@10,0.0
2737,dl-19-official-input.UNH_exDL_bm25.gz,551040,pndcg@10,0.0
2738,dl-19-official-input.UNH_exDL_bm25.gz,554515,pndcg@10,0.0
2739,dl-19-official-input.UNH_exDL_bm25.gz,564054,pndcg@10,0.0
2740,dl-19-official-input.UNH_exDL_bm25.gz,573724,pndcg@10,0.828072365886559
2741,dl-19-official-input.UNH_exDL_bm25.gz,574575,pndcg@10,0.0
2742,dl-19-official-input.UNH_exDL_bm25.gz,588587,pndcg@10,0.0
2743,dl-19-official-input.UNH_exDL_bm25.gz,600573,pndcg@10,0.0
2744,dl-19-official-input.UNH_exDL_bm25.gz,60235,pndcg@10,0.0
2745,dl-19-official-input.UNH_exDL_bm25.gz,634428,pndcg@10,0.0
2746,dl-19-official-input.UNH_exDL_bm25.gz,645693,pndcg@10,0.0
2747,dl-19-official-input.UNH_exDL_bm25.gz,646207,pndcg@10,0.0
2748,dl-19-official-input.UNH_exDL_bm25.gz,654723,pndcg@10,0.0
2749,dl-19-official-input.UNH_exDL_bm25.gz,662372,pndcg@10,0.0
2750,dl-19-official-input.UNH_exDL_bm25.gz,671071,pndcg@10,0.0
2751,dl-19-official-input.UNH_exDL_bm25.gz,67262,pndcg@10,0.0
2752,dl-19-official-input.UNH_exDL_bm25.gz,691330,pndcg@10,0.0
2753,dl-19-official-input.UNH_exDL_bm25.gz,694342,pndcg@10,0.0
2754,dl-19-official-input.UNH_exDL_bm25.gz,705609,pndcg@10,0.0
2755,dl-19-official-input.UNH_exDL_bm25.gz,706080,pndcg@10,0.0
2756,dl-19-official-input.UNH_exDL_bm25.gz,710347,pndcg@10,0.0
2757,dl-19-official-input.UNH_exDL_bm25.gz,714453,pndcg@10,0.0
2758,dl-19-official-input.UNH_exDL_bm25.gz,719381,pndcg@10,0.0
2759,dl-19-official-input.UNH_exDL_bm25.gz,744366,pndcg@10,0.0
2760,dl-19-official-input.UNH_exDL_bm25.gz,747511,pndcg@10,0.0
2761,dl-19-official-input.UNH_exDL_bm25.gz,766511,pndcg@10,0.0
2762,dl-19-official-input.UNH_exDL_bm25.gz,789700,pndcg@10,0.0
2763,dl-19-official-input.UNH_exDL_bm25.gz,792752,pndcg@10,0.0
2764,dl-19-official-input.UNH_exDL_bm25.gz,794725,pndcg@10,0.0
2765,dl-19-official-input.UNH_exDL_bm25.gz,805321,pndcg@10,0.0
2766,dl-19-official-input.UNH_exDL_bm25.gz,833860,pndcg@10,0.0
2767,dl-19-official-input.UNH_exDL_bm25.gz,835929,pndcg@10,0.0
2768,dl-19-official-input.UNH_exDL_bm25.gz,855410,pndcg@10,0.0
2769,dl-19-official-input.UNH_exDL_bm25.gz,855434,pndcg@10,0.0
2770,dl-19-official-input.UNH_exDL_bm25.gz,87181,pndcg@10,0.0
2771,dl-19-official-input.UNH_exDL_bm25.gz,87452,pndcg@10,0.0
2772,dl-19-official-input.UNH_exDL_bm25.gz,88073,pndcg@10,0.0
2773,dl-19-official-input.UNH_exDL_bm25.gz,883785,pndcg@10,0.0
2774,dl-19-official-input.UNH_exDL_bm25.gz,885490,pndcg@10,0.0
2775,dl-19-official-input.UNH_exDL_bm25.gz,89928,pndcg@10,0.0
2776,dl-19-official-input.UNH_exDL_bm25.gz,903469,pndcg@10,0.0
2777,dl-19-official-input.UNH_exDL_bm25.gz,904965,pndcg@10,0.0
2778,dl-19-official-input.UNH_exDL_bm25.gz,912070,pndcg@10,0.0
2779,dl-19-official-input.UNH_exDL_bm25.gz,915593,pndcg@10,0.90948495572418
2780,dl-19-official-input.UNH_exDL_bm25.gz,929033,pndcg@10,0.0
2781,dl-19-official-input.UNH_exDL_bm25.gz,952774,pndcg@10,0.0
2782,dl-19-official-input.UNH_exDL_bm25.gz,953067,pndcg@10,0.0
2783,dl-19-official-input.UNH_exDL_bm25.gz,962179,pndcg@10,0.0
2784,dl-19-official-input.UNH_exDL_bm25.gz,964223,pndcg@10,0.0
2785,dl-19-official-input.UNH_exDL_bm25.gz,966413,pndcg@10,0.0
2786,dl-19-official-input.UNH_exDL_bm25.gz,972007,pndcg@10,0.0
2787,dl-19-official-input.bm25base_ax_p.gz,1005165,pndcg@10,0.0
2788,dl-19-official-input.bm25base_ax_p.gz,100983,pndcg@10,0.0
2789,dl-19-official-input.bm25base_ax_p.gz,101169,pndcg@10,0.0
2790,dl-19-official-input.bm25base_ax_p.gz,1012021,pndcg@10,0.0
2791,dl-19-official-input.bm25base_ax_p.gz,1014126,pndcg@10,0.0
2792,dl-19-official-input.bm25base_ax_p.gz,1037798,pndcg@10,0.6309297535714574
2793,dl-19-official-input.bm25base_ax_p.gz,1044797,pndcg@10,0.0
2794,dl-19-official-input.bm25base_ax_p.gz,1047259,pndcg@10,0.0
2795,dl-19-official-input.bm25base_ax_p.gz,1047902,pndcg@10,0.0
2796,dl-19-official-input.bm25base_ax_p.gz,104861,pndcg@10,1.0
2797,dl-19-official-input.bm25base_ax_p.gz,1055865,pndcg@10,0.0
2798,dl-19-official-input.bm25base_ax_p.gz,1056204,pndcg@10,0.0
2799,dl-19-official-input.bm25base_ax_p.gz,1059231,pndcg@10,0.0
2800,dl-19-official-input.bm25base_ax_p.gz,1063750,pndcg@10,0.0
2801,dl-19-official-input.bm25base_ax_p.gz,1103528,pndcg@10,0.0
2802,dl-19-official-input.bm25base_ax_p.gz,1103812,pndcg@10,0.8716589455264724
2803,dl-19-official-input.bm25base_ax_p.gz,1104031,pndcg@10,0.0
2804,dl-19-official-input.bm25base_ax_p.gz,1104492,pndcg@10,0.0
2805,dl-19-official-input.bm25base_ax_p.gz,1105095,pndcg@10,0.0
2806,dl-19-official-input.bm25base_ax_p.gz,1105103,pndcg@10,0.0
2807,dl-19-official-input.bm25base_ax_p.gz,1106007,pndcg@10,0.0
2808,dl-19-official-input.bm25base_ax_p.gz,1106293,pndcg@10,0.0
2809,dl-19-official-input.bm25base_ax_p.gz,1107988,pndcg@10,0.0
2810,dl-19-official-input.bm25base_ax_p.gz,1108100,pndcg@10,0.0
2811,dl-19-official-input.bm25base_ax_p.gz,1108307,pndcg@10,0.0
2812,dl-19-official-input.bm25base_ax_p.gz,1108939,pndcg@10,0.0
2813,dl-19-official-input.bm25base_ax_p.gz,11096,pndcg@10,0.0
2814,dl-19-official-input.bm25base_ax_p.gz,1109818,pndcg@10,0.0
2815,dl-19-official-input.bm25base_ax_p.gz,1110199,pndcg@10,0.784922990877752
2816,dl-19-official-input.bm25base_ax_p.gz,1111546,pndcg@10,0.0
2817,dl-19-official-input.bm25base_ax_p.gz,1111906,pndcg@10,0.0
2818,dl-19-official-input.bm25base_ax_p.gz,1112341,pndcg@10,0.4152687773693683
2819,dl-19-official-input.bm25base_ax_p.gz,1112389,pndcg@10,0.0
2820,dl-19-official-input.bm25base_ax_p.gz,1113437,pndcg@10,0.4524367302714548
2821,dl-19-official-input.bm25base_ax_p.gz,1114563,pndcg@10,0.0
2822,dl-19-official-input.bm25base_ax_p.gz,1114646,pndcg@10,0.8268901258277686
2823,dl-19-official-input.bm25base_ax_p.gz,1114819,pndcg@10,0.9564235074522976
2824,dl-19-official-input.bm25base_ax_p.gz,1115392,pndcg@10,0.0
2825,dl-19-official-input.bm25base_ax_p.gz,1115569,pndcg@10,0.0
2826,dl-19-official-input.bm25base_ax_p.gz,1115776,pndcg@10,0.835995928492337
2827,dl-19-official-input.bm25base_ax_p.gz,1116052,pndcg@10,0.0
2828,dl-19-official-input.bm25base_ax_p.gz,1116341,pndcg@10,0.0
2829,dl-19-official-input.bm25base_ax_p.gz,1117099,pndcg@10,0.9952183545532001
2830,dl-19-official-input.bm25base_ax_p.gz,1117346,pndcg@10,0.0
2831,dl-19-official-input.bm25base_ax_p.gz,1117387,pndcg@10,0.0
2832,dl-19-official-input.bm25base_ax_p.gz,1119058,pndcg@10,0.0
2833,dl-19-official-input.bm25base_ax_p.gz,1119075,pndcg@10,0.0
2834,dl-19-official-input.bm25base_ax_p.gz,1119092,pndcg@10,0.0
2835,dl-19-official-input.bm25base_ax_p.gz,1119729,pndcg@10,0.0
2836,dl-19-official-input.bm25base_ax_p.gz,1119827,pndcg@10,0.0
2837,dl-19-official-input.bm25base_ax_p.gz,1120447,pndcg@10,0.0
2838,dl-19-official-input.bm25base_ax_p.gz,1120868,pndcg@10,0.0
2839,dl-19-official-input.bm25base_ax_p.gz,1121166,pndcg@10,0.0
2840,dl-19-official-input.bm25base_ax_p.gz,1121276,pndcg@10,0.0
2841,dl-19-official-input.bm25base_ax_p.gz,1121402,pndcg@10,1.0
2842,dl-19-official-input.bm25base_ax_p.gz,1121709,pndcg@10,0.38685280723454163
2843,dl-19-official-input.bm25base_ax_p.gz,1121986,pndcg@10,0.0
2844,dl-19-official-input.bm25base_ax_p.gz,1122461,pndcg@10,0.0
2845,dl-19-official-input.bm25base_ax_p.gz,1123581,pndcg@10,0.0
2846,dl-19-official-input.bm25base_ax_p.gz,1124145,pndcg@10,0.0
2847,dl-19-official-input.bm25base_ax_p.gz,1124210,pndcg@10,1.0
2848,dl-19-official-input.bm25base_ax_p.gz,1124464,pndcg@10,0.0
2849,dl-19-official-input.bm25base_ax_p.gz,1124979,pndcg@10,0.0
